Date,State,District,Latitude,Longitude,Volatility
2021-02-01,odisha,Bargarh,21.3477634,83.65768299,0.5825851029836792
2021-03-01,odisha,Bargarh,21.3477634,83.65768299,0.5870386102435374
2021-04-01,odisha,Bargarh,21.3477634,83.65768299,0.42805322877363
2021-05-01,odisha,Bargarh,21.3477634,83.65768299,0.491794327505603
2021-06-01,odisha,Bargarh,21.3477634,83.65768299,0.527410998921294
2021-07-01,odisha,Bargarh,21.3477634,83.65768299,0.3961841390975475
2021-08-01,odisha,Bargarh,21.3477634,83.65768299,0.4714723464615342
2021-09-01,odisha,Bargarh,21.3477634,83.65768299,0.5038867024026678
2021-10-01,odisha,Bargarh,21.3477634,83.65768299,0.3642065075794213
2021-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4490619781285953
2021-12-01,odisha,Bargarh,21.3477634,83.65768299,0.3831738460837889
2022-01-01,odisha,Bargarh,21.3477634,83.65768299,0.5755648535487309
2022-02-01,odisha,Bargarh,21.3477634,83.65768299,0.3540589661487642
2022-03-01,odisha,Bargarh,21.3477634,83.65768299,0.3925406874756973
2022-04-01,odisha,Bargarh,21.3477634,83.65768299,0.4449198566655081
2022-05-01,odisha,Bargarh,21.3477634,83.65768299,0.4188789908114416
2022-06-01,odisha,Bargarh,21.3477634,83.65768299,0.4961068237435833
2022-07-01,odisha,Bargarh,21.3477634,83.65768299,0.3416395183320092
2022-08-01,odisha,Bargarh,21.3477634,83.65768299,0.4565533139056089
2022-09-01,odisha,Bargarh,21.3477634,83.65768299,0.4440171841546073
2022-10-01,odisha,Bargarh,21.3477634,83.65768299,0.3871867745128025
2022-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4055972045280423
2022-12-01,odisha,Bargarh,21.3477634,83.65768299,0.4680549805997465
2023-01-01,odisha,Bargarh,21.3477634,83.65768299,0.3410346317970881
2023-02-01,odisha,Bargarh,21.3477634,83.65768299,0.4217424729776318
2023-03-01,odisha,Bargarh,21.3477634,83.65768299,0.3471671282309858
2023-04-01,odisha,Bargarh,21.3477634,83.65768299,0.3629588160656798
2023-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3482871895287328
2023-06-01,odisha,Bargarh,21.3477634,83.65768299,0.3252654583789532
2023-07-01,odisha,Bargarh,21.3477634,83.65768299,0.3273174431301702
2023-08-01,odisha,Bargarh,21.3477634,83.65768299,0.3430890255440626
2023-09-01,odisha,Bargarh,21.3477634,83.65768299,0.3212102569913984
2023-10-01,odisha,Bargarh,21.3477634,83.65768299,0.3764504473840172
2023-11-01,odisha,Bargarh,21.3477634,83.65768299,0.3067159056513325
2023-12-01,odisha,Bargarh,21.3477634,83.65768299,0.3334994241853581
2024-01-01,odisha,Bargarh,21.3477634,83.65768299,0.40001115676135
2024-02-01,odisha,Bargarh,21.3477634,83.65768299,0.3134522317406463
2024-03-01,odisha,Bargarh,21.3477634,83.65768299,0.3368205055229797
2024-04-01,odisha,Bargarh,21.3477634,83.65768299,0.3620061584784462
2024-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3371058158419645
2024-06-01,odisha,Bargarh,21.3477634,83.65768299,0.3566215563815884
2024-07-01,odisha,Bargarh,21.3477634,83.65768299,0.3113962563339178
2024-08-01,odisha,Bargarh,21.3477634,83.65768299,0.3779263860708136
2024-09-01,odisha,Bargarh,21.3477634,83.65768299,0.3285061976757132
2024-10-01,odisha,Bargarh,21.3477634,83.65768299,0.3727945750617485
2012-02-01,odisha,Dhenkanal,20.83514935,85.60223048,0.45578762233123
2012-03-01,odisha,Dhenkanal,20.83514935,85.60223048,0.5065097880209604
2012-04-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4085600978952066
2012-05-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4633619356456648
2012-06-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4597285486401842
2012-07-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2476895694801437
2012-08-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2561058895750123
2012-09-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2176459432308454
2012-10-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2634724091916371
2012-11-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2941828090349168
2012-12-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3514033615436379
2013-01-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4420798390907826
2013-02-01,odisha,Dhenkanal,20.83514935,85.60223048,0.5004138222421558
2013-03-01,odisha,Dhenkanal,20.83514935,85.60223048,0.6068247351390501
2013-04-01,odisha,Dhenkanal,20.83514935,85.60223048,0.644912643772139
2013-05-01,odisha,Dhenkanal,20.83514935,85.60223048,0.727916109338699
2013-06-01,odisha,Dhenkanal,20.83514935,85.60223048,0.5314928084350982
2013-07-01,odisha,Dhenkanal,20.83514935,85.60223048,0.553923690474026
2013-08-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3565983992227879
2013-09-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3970603336503478
2013-10-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4113794531244985
2013-11-01,odisha,Dhenkanal,20.83514935,85.60223048,0.284145852964242
2013-12-01,odisha,Dhenkanal,20.83514935,85.60223048,0.302941933476625
2014-01-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3582318550658083
2014-02-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4478166984975328
2014-03-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3527463034672742
2014-04-01,odisha,Dhenkanal,20.83514935,85.60223048,0.403083018690951
2014-05-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4771533840203617
